ACCIDENT_NO,Date,SEVERITY,SPEED_ZONE,VehicleType,VEHICLE_MAKE
22004013902,04/23/2004,3,60,Car,HOLDEN
22004013931,04/23/2004,3,50,Car,HONDA 
22004014266,04/23/2004,2,80,Car,HONDA 
22004014364,04/23/2004,2,50,Car,MERC B
22004014712,04/23/2004,2,100,Bus/Coach,M A N 
22004015419,04/23/2004,3,80,Car,VOLKS 
22004016963,04/23/2004,3,50,Truck,TOYOTA
22004016988,04/23/2004,3,60,Car,SUBARU
22004018437,04/23/2004,2,60,Car,B M W 
32004013554,04/23/2004,3,70,Car,TOYOTA
32004013570,04/23/2004,3,60,Car,HOLDEN
32004013574,04/23/2004,2,80,Car,TOYOTA
32004013579,04/23/2004,2,60,Car,HONDA 
32004013678,04/23/2004,3,60,Car,HYNDAI
32004013696,04/23/2004,3,60,Truck,NISSAN
32004013699,04/23/2004,3,60,Car,MAZDA 
32004013721,04/23/2004,3,60,Car,MITSUB
32004013932,04/23/2004,3,50,Truck,KENWTH
32004013937,04/23/2004,2,60,Car,NISSAN
32004013939,04/23/2004,3,100,Truck,TOYOTA
32004013943,04/23/2004,3,60,Truck,L ROV 
32004013946,04/23/2004,3,60,Car,MITSUB
32004013953,04/23/2004,2,110,Truck,FORD  
32004013954,04/23/2004,2,100,Motor Cycle,YAMAHA
32004014029,04/23/2004,3,60,Car,HOLDEN
32004014035,04/23/2004,3,50,Car,HOLDEN
32004014038,04/23/2004,3,60,Other Vehicle,HOLDEN
32004014056,04/23/2004,2,50,Car,FORD  
32004014066,04/23/2004,3,60,Motor Cycle,K T M 
32004014082,04/23/2004,3,60,Car,HONDA 
32004014102,04/23/2004,3,60,Car,TOYOTA
32004014132,04/23/2004,3,60,Car,HOLDEN
32004014236,04/23/2004,3,60,Car,FORD  
32004014613,04/23/2004,3,50,Car,DAEWOO
32004014909,04/23/2004,3,70,Truck,HOLDEN
32004014948,04/23/2004,2,50,Car,NISSAN
32004014949,04/23/2004,3,60,Car,MAZDA 
32004015031,04/23/2004,2,60,Car,FORD  
32004015231,04/23/2004,2,100,Car,MERC B
32004015370,04/23/2004,3,60,Truck,SUBARU
32004015457,04/23/2004,3,60,Car,HOLDEN
32004015460,04/23/2004,3,60,Truck,TOYOTA
32004017417,04/23/2004,3,60,Car,HOLDEN
42004013489,04/23/2004,2,80,Other Vehicle,CHEV  
42004013641,04/23/2004,3,60,Car,MITSUB
42004013722,04/23/2004,2,50,Car,MITSUB
42004013726,04/23/2004,3,60,Truck,MITSUB
42004013764,04/23/2004,3,70,Truck,FORD  
42004013765,04/23/2004,3,60,Car,TOYOTA
42004013794,04/23/2004,1,60,Truck,MAZDA 
42004013826,04/23/2004,3,110,Truck,FORD  
42004013834,04/23/2004,3,100,Unknown,Unknown
42004013958,04/23/2004,3,60,Car,VOLKS 
42004013977,04/23/2004,3,80,Other Vehicle,HOLDEN
42004013979,04/23/2004,3,80,Car,NISSAN
42004014000,04/23/2004,1,70,Car,FORD  
42004014087,04/23/2004,3,999,Car,HOLDEN
42004014429,04/23/2004,3,100,Car,DAEWOO
42004014441,04/23/2004,3,50,Truck,NISSAN
42004016241,04/23/2004,2,100,Car,HONDA 
42004031204,04/23/2004,3,60,Car,HOLDEN
42005004050,04/23/2004,3,60,Car,HOLDEN
42005005803,04/23/2004,3,60,Tram,Unknown
52004013433,04/23/2004,3,100,Truck,Unknown
52004013592,04/23/2004,2,60,Car,FORD  
52004013600,04/23/2004,3,80,Car,FORD  
52004013838,04/23/2004,3,100,Other Vehicle,MAZDA 
52004013855,04/23/2004,2,90,Car,VOLVO 
52004013881,04/23/2004,3,80,Truck,INTERN
52004013901,04/23/2004,3,60,Car,HOLDEN
52004014008,04/23/2004,3,80,Truck,TOYOTA
52004014028,04/23/2004,3,70,Bicycle,Unknown
52004014030,04/23/2004,3,100,Truck,FORD  
52004014071,04/23/2004,2,100,Motor Cycle,YAMAHA
52004014169,04/23/2004,3,60,Car,HOLDEN
52004014274,04/23/2004,2,50,Car,HOLDEN
52004014330,04/23/2004,3,80,Car,TOYOTA
52004014337,04/23/2004,3,50,Car,TOYOTA
52004016564,04/23/2004,2,80,Truck,NISSAN
12004013514,04/24/2004,2,60,Car,HOLDEN
12004013626,04/24/2004,2,60,Bicycle,Unknown
12004013664,04/24/2004,3,70,Car,MITSUB
12004013891,04/24/2004,2,60,Tram,Unknown
12004013922,04/24/2004,3,60,Car,Unknown
12004014121,04/24/2004,3,60,Car,HONDA 
12004015153,04/24/2004,2,80,Car,HOLDEN
22004013498,04/24/2004,2,70,Car,MAZDA 
22004013543,04/24/2004,3,100,Car,HOLDEN
22004013576,04/24/2004,2,60,Car,MAZDA 
22004013673,04/24/2004,3,80,Car,FORD  
22004013710,04/24/2004,3,50,Other Vehicle,ISUZU 
22004013715,04/24/2004,3,60,Truck,MITSUB
22004013783,04/24/2004,3,80,Car,MERC B
22004014048,04/24/2004,3,50,Car,Unknown
22004015068,04/24/2004,2,100,Tram,Unknown
22004015414,04/24/2004,3,50,Truck,MAZDA 
32004013546,04/24/2004,3,50,Bicycle,Unknown
32004013603,04/24/2004,3,60,Car,FORD  
32004014138,04/24/2004,3,60,Motor Cycle,YAMAHA
32004014405,04/24/2004,3,50,Car,MITSUB
32004014565,04/24/2004,3,100,Car,HOLDEN
32004015462,04/24/2004,2,100,Car,FORD  
42004013591,04/24/2004,3,60,Car,HYNDAI
42004013602,04/24/2004,3,70,Car,TOYOTA
42004013609,04/24/2004,3,80,Car,HYNDAI
42004013740,04/24/2004,3,50,Car,MITSUB
42004013763,04/24/2004,3,100,Bicycle,Unknown
42004013793,04/24/2004,3,110,Bus/Coach,INTERN
42004013796,04/24/2004,3,60,Car,B M W 
42004013804,04/24/2004,3,70,Bicycle,Unknown
42004014298,04/24/2004,3,80,Motor Cycle,HONDA 
42004014469,04/24/2004,3,100,Car,HOLDEN
42004014659,04/24/2004,2,100,Taxi,FORD  
42004015584,04/24/2004,2,999,Truck,TOYOTA
52004013447,04/24/2004,3,70,Truck,MITSUB
52004013654,04/24/2004,3,100,Car,TOYOTA
52004013816,04/24/2004,3,50,Truck,L ROV 
52004013868,04/24/2004,3,60,Truck,HINO  
52004014023,04/24/2004,3,50,Car,TOYOTA
52004014156,04/24/2004,3,60,Taxi,FORD  
52004014174,04/24/2004,2,100,Motor Cycle,VESPA 
52004014188,04/24/2004,2,100,Bicycle,Unknown
52004014442,04/24/2004,3,80,Car,HOLDEN
52004014514,04/24/2004,3,50,Car,Unknown
52004014680,04/24/2004,3,60,Truck,Unknown
52004014881,04/24/2004,2,100,Truck,HOLDEN
12004013917,04/25/2004,3,60,Car,NISSAN
12004016993,04/25/2004,3,60,Motor Cycle,Unknown
12004017638,04/25/2004,3,70,Car,TOYOTA
22004014053,04/25/2004,3,50,Bicycle,Unknown
22004014118,04/25/2004,3,100,Car,FORD  
32004013731,04/25/2004,2,50,Car,HOLDEN
32004014070,04/25/2004,3,50,Motor Cycle,Unknown
32004014075,04/25/2004,2,80,Car,FORD  
32004014086,04/25/2004,3,50,Car,FORD  
32004014104,04/25/2004,2,80,Car,MITSUB
32004014926,04/25/2004,3,60,Car,HONDA 
32004017371,04/25/2004,3,60,Car,NISSAN
42004013156,04/25/2004,1,50,Car,HYNDAI
42004013752,04/25/2004,3,60,Motor Cycle,B M W 
42004013828,04/25/2004,3,70,Car,HONDA 
42004013970,04/25/2004,3,60,Car,HOLDEN
42004014185,04/25/2004,3,80,Other Vehicle,TOYOTA
42004014255,04/25/2004,3,80,Car,TOYOTA
42004014276,04/25/2004,2,60,Car,FORD  
42004014286,04/25/2004,2,110,Car,TOYOTA
42004014299,04/25/2004,3,60,Car,TOYOTA
52004013597,04/25/2004,3,60,Other Vehicle,HOLDEN
52004013619,04/25/2004,2,80,Other Vehicle,TOYOTA
52004013853,04/25/2004,3,100,Car,VOLVO 
52004014032,04/25/2004,3,100,Car,HOLDEN
52004014036,04/25/2004,2,100,Car,TOYOTA
52004014148,04/25/2004,2,50,Truck,Unknown
52004014150,04/25/2004,2,60,Car,NISSAN
52004014155,04/25/2004,1,100,Car,TOYOTA
52004014779,04/25/2004,2,100,Truck,KENWTH
52004014880,04/25/2004,3,100,Car,MAZDA 
12004014047,04/26/2004,3,60,Truck,MACK  
12004015040,04/26/2004,3,50,Truck,Unknown
12004015151,04/26/2004,3,80,Car,TOYOTA
12004021149,04/26/2004,3,70,Truck,HOLDEN
22004013665,04/26/2004,2,60,Bicycle,Unknown
22004013739,04/26/2004,3,50,Car,Unknown
22004013910,04/26/2004,3,100,Car,AUDI  
22004014237,04/26/2004,3,60,Car,FORD  
22004014239,04/26/2004,2,60,Truck,KENWTH
22004014456,04/26/2004,3,60,Car,NISSAN
22004015047,04/26/2004,3,60,Car,B M W 
22004015868,04/26/2004,3,50,Other Vehicle,KOBELC
22004016061,04/26/2004,3,70,Truck,ISUZU 
22004017525,04/26/2004,3,110,Truck,ISUZU 
22004020274,04/26/2004,3,60,Car,MAZDA 
32004014794,04/26/2004,2,50,Car,MITSUB
32004016228,04/26/2004,3,50,Motor Cycle,HONDA 
42004013968,04/26/2004,3,60,Truck,FORD  
42004013969,04/26/2004,3,60,Truck,HOLDEN
42004013972,04/26/2004,3,110,Car,FORD  
42004013987,04/26/2004,3,50,Car,TOYOTA
42004014265,04/26/2004,3,999,Car,HOLDEN
42004014312,04/26/2004,3,80,Truck,INTERN
42004014313,04/26/2004,2,60,Car,MITSUB
42004014761,04/26/2004,3,80,Motor Cycle,H DAV 
42004014818,04/26/2004,2,50,Car,MITSUB
42004015446,04/26/2004,3,60,Truck,FORD  
42004017976,04/26/2004,2,70,Car,Unknown
52004013945,04/26/2004,3,60,Car,HOLDEN
52004014043,04/26/2004,3,80,Car,FORD  
52004014072,04/26/2004,3,70,Car,HOLDEN
52004014152,04/26/2004,3,50,Truck,TOYOTA
52004014197,04/26/2004,1,100,Car,TOYOTA
52004014329,04/26/2004,3,60,Car,HOLDEN
52004014336,04/26/2004,3,60,Car,FORD  
52004014492,04/26/2004,3,60,Motor Cycle,YAMAHA
52004014974,04/26/2004,2,50,Car,FORD  
52004014978,04/26/2004,3,60,Car,FORD  
52004015245,04/26/2004,2,100,Car,MITSUB
52004016242,04/26/2004,3,50,Car,HOLDEN
12004013877,04/27/2004,2,60,Car,HONDA 
12004014074,04/27/2004,2,60,Car,FORD  
12004014090,04/27/2004,2,80,Car,FORD  
12004014189,04/27/2004,2,60,Car,NISSAN
12004014220,04/27/2004,3,50,Bicycle,Unknown
12004014296,04/27/2004,3,60,Bicycle,Unknown
12004014571,04/27/2004,2,50,Car,VOLKS 
12004014842,04/27/2004,2,60,Car,NISSAN
12004014854,04/27/2004,3,50,Bicycle,Unknown
12004014897,04/27/2004,2,60,Car,HOLDEN
12004015877,04/27/2004,3,50,Car,NISSAN
12004015899,04/27/2004,3,60,Car,FORD  
12004017101,04/27/2004,3,60,Taxi,FORD  
22004014059,04/27/2004,2,60,Motor Cycle,YAMAHA
22004014106,04/27/2004,3,60,Car,HOLDEN
22004014117,04/27/2004,3,100,Truck,HOLDEN
22004014240,04/27/2004,2,60,Car,AUDI  
22004014349,04/27/2004,3,100,Car,PROTON
22004014366,04/27/2004,3,70,Car,HOLDEN
22004014398,04/27/2004,3,100,Bus/Coach,M A N 
22004015051,04/27/2004,2,60,Truck,TOYOTA
22004015369,04/27/2004,3,70,Truck,VOLVO 
22004020277,04/27/2004,3,60,Car,TRIUM 
32004013947,04/27/2004,3,60,Car,FORD  
32004014127,04/27/2004,3,70,Car,CHRYS 
32004014592,04/27/2004,2,80,Car,HOLDEN
32004014771,04/27/2004,3,60,Car,HOLDEN
32004014930,04/27/2004,3,60,Car,HYNDAI
32004015254,04/27/2004,3,60,Car,DATSUN
32004015396,04/27/2004,3,60,Car,HOLDEN
32004016361,04/27/2004,3,70,Taxi,FORD  
32004016425,04/27/2004,3,60,Car,FORD  
32004024338,04/27/2004,3,50,Car,HOLDEN
42004013966,04/27/2004,3,110,Car,FORD  
42004013997,04/27/2004,3,70,Car,FORD  
42004014101,04/27/2004,3,50,Other Vehicle,NISSAN
42004014103,04/27/2004,3,80,Car,HOLDEN
42004014320,04/27/2004,3,70,Car,MITSUB
42004014657,04/27/2004,3,50,Taxi,FORD  
42004014700,04/27/2004,3,70,Truck,Unknown
42004015594,04/27/2004,3,100,Car,FORD  
42004016010,04/27/2004,3,50,Truck,TOYOTA
52004014149,04/27/2004,2,50,Car,FORD  
52004014256,04/27/2004,2,70,Motor Cycle,K T M 
52004014732,04/27/2004,3,80,Car,HOLDEN
52004014816,04/27/2004,3,70,Car,Unknown
52004014962,04/27/2004,2,50,Motor Cycle,Unknown
52004016550,04/27/2004,3,100,Motor Cycle,YAMAHA
52004017347,04/27/2004,3,40,Car,TOYOTA
12004014058,04/28/2004,3,60,Car,HONDA 
12004014267,04/28/2004,3,60,Car,MITSUB
12004014300,04/28/2004,3,60,Car,HOLDEN
12004014311,04/28/2004,3,50,Car,AUDI  
12004014644,04/28/2004,3,60,Bicycle,Unknown
12004014857,04/28/2004,3,60,Car,MERC B
22004014107,04/28/2004,3,50,Car,NISSAN
22004014113,04/28/2004,3,60,Car,MAZDA 
22004014376,04/28/2004,2,70,Car,SUBARU
22004015090,04/28/2004,3,100,Car,MITSUB
22004015349,04/28/2004,3,60,Car,NISSAN
22004015425,04/28/2004,2,50,Truck,CHRYS 
32004014165,04/28/2004,3,50,Truck,MITSUB
32004014177,04/28/2004,3,60,Car,TOYOTA
32004014212,04/28/2004,2,70,Car,HONDA 
32004014227,04/28/2004,3,50,Motor Cycle,K T M 
32004014406,04/28/2004,3,60,Car,DAEWOO
32004014407,04/28/2004,3,70,Other Vehicle,HOLDEN
32004014411,04/28/2004,3,60,Car,FORD  
32004014739,04/28/2004,3,60,Car,MITSUB
32004015226,04/28/2004,3,70,Car,FORD  
32004015237,04/28/2004,3,50,Other Vehicle,TOYOTA
32004025631,04/28/2004,3,60,Car,MAZDA 
42004014252,04/28/2004,3,100,Car,SUBARU
42004014426,04/28/2004,3,100,Car,DATSUN
42004014431,04/28/2004,3,60,Truck,Unknown
42004014630,04/28/2004,3,50,Car,HOLDEN
42004014658,04/28/2004,3,70,Truck,TOYOTA
42004014689,04/28/2004,2,60,Truck,TOYOTA
42004014966,04/28/2004,2,60,Truck,MITSUB
42004015779,04/28/2004,3,70,Car,MAZDA 
42004015799,04/28/2004,2,60,Car,TOYOTA
52004014013,04/28/2004,3,100,Car,TOYOTA
52004014262,04/28/2004,2,50,Car,Unknown
52004014346,04/28/2004,3,50,Car,FORD  
52004014481,04/28/2004,3,70,Truck,HOLDEN
52004014498,04/28/2004,3,80,Car,TOYOTA
52004014525,04/28/2004,2,110,Bicycle,Unknown
52004014709,04/28/2004,3,90,Motor Cycle,Unknown
52004014788,04/28/2004,3,100,Car,HYNDAI
52004015092,04/28/2004,3,100,Car,NISSAN
52004015281,04/28/2004,3,100,Truck,FORD  
52004015673,04/28/2004,3,50,Truck,FORD  
52004017159,04/28/2004,3,80,Car,HOLDEN
52004019109,04/28/2004,3,80,Car,MERC B
12004014235,04/29/2004,3,50,Tram,Unknown
12004014301,04/29/2004,3,50,Car,TOYOTA
12004014317,04/29/2004,3,60,Taxi,FORD  
12004014325,04/29/2004,2,50,Car,VOLVO 
12004014464,04/29/2004,3,100,Car,HOLDEN
12004014488,04/29/2004,3,60,Bicycle,Unknown
12004015295,04/29/2004,2,60,Taxi,FORD  
12004017523,04/29/2004,2,60,Car,FORD  
12004018341,04/29/2004,3,60,Truck,L ROV 
22004014540,04/29/2004,2,60,Truck,MAZDA 
22004014707,04/29/2004,2,60,Car,HOLDEN
22004015563,04/29/2004,3,50,Other Vehicle,FORD  
32004014195,04/29/2004,3,100,Car,HOLDEN
32004014196,04/29/2004,2,70,Truck,Unknown
32004014606,04/29/2004,3,60,Car,HOLDEN
32004014751,04/29/2004,3,60,Truck,CHEV  
32004014913,04/29/2004,3,60,Car,FORD  
42004014345,04/29/2004,1,70,Car,MITSUB
42004014434,04/29/2004,3,40,Car,HOLDEN
42004014979,04/29/2004,3,50,Car,FORD  
42004015118,04/29/2004,3,70,Truck,NISSAN
42004015211,04/29/2004,2,60,Car,FORD  
42004015472,04/29/2004,3,60,Car,TOYOTA
42004016330,04/29/2004,2,80,Car,FORD  
52004014457,04/29/2004,3,50,Car,MITSUB
52004014672,04/29/2004,2,60,Other Vehicle,FORD  
52004014964,04/29/2004,3,50,Motor Cycle,K T M 
52004015143,04/29/2004,2,100,Car,FORD  
52004015545,04/29/2004,2,50,Car,TOYOTA
12004014293,04/30/2004,3,60,Car,Unknown
12004014507,04/30/2004,3,50,Car,FORD  
12004014653,04/30/2004,2,60,Taxi,FORD  
12004014901,04/30/2004,2,60,Bicycle,Unknown
12004020110,04/30/2004,3,60,Motor Cycle,DUCATI
12004021528,04/30/2004,3,40,Car,B M W 
22004014560,04/30/2004,2,50,Car,FORD  
22004014573,04/30/2004,2,60,Car,SUBARU
22004014584,04/30/2004,3,70,Truck,Unknown
22004015053,04/30/2004,2,100,Car,FORD  
22004015176,04/30/2004,2,50,Car,MITSUB
22004015803,04/30/2004,2,80,Car,MERC B
22004019395,04/30/2004,2,50,Car,FORD  
32004014417,04/30/2004,3,50,Truck,MITSUB
32004014622,04/30/2004,2,60,Car,HOLDEN
32004014736,04/30/2004,3,60,Car,FORD  
32004014756,04/30/2004,2,60,Car,TOYOTA
32004014943,04/30/2004,3,60,Car,FORD  
32004015078,04/30/2004,2,60,Car,FORD  
32004015082,04/30/2004,3,60,Car,FORD  
32004015381,04/30/2004,2,60,Motor Cycle,SUZUKI
42004014436,04/30/2004,3,100,Truck,Unknown
42004014443,04/30/2004,2,50,Car,NISSAN
42004014688,04/30/2004,3,100,Car,Unknown
42004014695,04/30/2004,3,50,Car,FORD  
42004014824,04/30/2004,2,100,Bicycle,Unknown
42004014955,04/30/2004,3,60,Car,FORD  
42004014980,04/30/2004,3,60,Car,TOYOTA
42004014991,04/30/2004,3,50,Car,HOLDEN
42004015303,04/30/2004,2,70,Car,HOLDEN
42004015387,04/30/2004,2,60,Car,NISSAN
42004015957,04/30/2004,3,60,Truck,TOYOTA
42004016299,04/30/2004,3,70,Car,FORD  
42004018641,04/30/2004,3,60,Tram,Unknown
42004021177,04/30/2004,3,80,Car,FORD  
52004013791,04/30/2004,1,80,Car,NISSAN
52004014368,04/30/2004,1,100,Car,TOYOTA
52004014495,04/30/2004,3,100,Car,HOLDEN
52004014713,04/30/2004,3,60,Truck,FORD  
52004014772,04/30/2004,2,60,Truck,Unknown
52004014844,04/30/2004,1,80,Motor Cycle,KAWASA
52004014858,04/30/2004,3,80,Car,TOYOTA
52004014871,04/30/2004,3,70,Car,TOYOTA
52004014874,04/30/2004,2,80,Car,HOLDEN
52004014876,04/30/2004,3,50,Motor Cycle,HONDA 
52004014971,04/30/2004,3,60,Car,FORD  
52004014995,04/30/2004,3,60,Bus/Coach,SCANIA
52004015325,04/30/2004,3,80,Car,FORD  
52004015843,04/30/2004,3,80,Car,FORD  
12004014281,5/01/2004,2,60,Car,HOLDEN
12004014465,5/01/2004,3,60,Bicycle,Unknown
12004014466,5/01/2004,3,60,Other Vehicle,MITSUB
12004014486,5/01/2004,2,50,Taxi,HOLDEN
12004014593,5/01/2004,3,60,Taxi,FORD  
12004014652,5/01/2004,3,50,Motor Cycle,Unknown
12004014863,5/01/2004,2,60,Motor Cycle,H DAV 
12004014895,5/01/2004,3,70,Bicycle,Unknown
12004015019,5/01/2004,3,50,Car,TOYOTA
12004015056,5/01/2004,3,50,Bicycle,Unknown
12004015255,5/01/2004,2,70,Car,TOYOTA
12004016046,5/01/2004,3,50,Car,TOYOTA
12004018467,5/01/2004,3,50,Truck,TOYOTA
12004022080,5/01/2004,2,60,Motor Cycle,H DAV 
12004041106,5/01/2004,3,60,Car,AUDI  
22004014385,5/01/2004,3,100,Car,Unknown
22004014577,5/01/2004,3,50,Truck,HOLDEN
22004014587,5/01/2004,2,80,Truck,FORD  
22004014952,5/01/2004,2,60,Truck,VOLKS 
22004015077,5/01/2004,3,100,Car,VOLKS 
22004015164,5/01/2004,3,100,Car,FORD  
22004015480,5/01/2004,2,60,Car,MAZDA 
22004015557,5/01/2004,3,80,Car,TOYOTA
22004019397,5/01/2004,3,60,Truck,HOLDEN
22004019947,5/01/2004,3,100,Truck,M A N 
32004014600,5/01/2004,2,100,Car,HOLDEN
32004014602,5/01/2004,3,60,Truck,MITSUB
32004014603,5/01/2004,3,50,Bicycle,Unknown
32004014612,5/01/2004,2,50,Bicycle,Unknown
32004014749,5/01/2004,2,50,Car,TOYOTA
32004014775,5/01/2004,3,100,Car,HYNDAI
32004014923,5/01/2004,3,70,Car,FORD  
32004014940,5/01/2004,3,60,Car,MITSUB
32004015086,5/01/2004,2,50,Motor Cycle,YAMAHA
32004015619,5/01/2004,3,50,Truck,HOLDEN
32004016403,5/01/2004,3,50,Car,HYNDAI
32004017632,5/01/2004,3,100,Car,MITSUB
42004014449,5/01/2004,3,50,Bicycle,Unknown
42004014620,5/01/2004,3,100,Car,FORD  
42004014627,5/01/2004,2,60,Car,VOLKS 
42004014647,5/01/2004,2,100,Bicycle,Unknown
42004014655,5/01/2004,2,70,Truck,TOYOTA
42004014662,5/01/2004,3,100,Car,FORD  
42004014667,5/01/2004,3,50,Car,SUBARU
42004014673,5/01/2004,2,60,Car,FORD  
42004014704,5/01/2004,2,70,Truck,VOLVO 
42004014973,5/01/2004,3,50,Car,FORD  
42004015032,5/01/2004,2,60,Car,L ROV 
42004015111,5/01/2004,3,60,Car,HYNDAI
42004015758,5/01/2004,3,50,Truck,HOLDEN
42004015770,5/01/2004,3,80,Other Vehicle,FORD  
42004015953,5/01/2004,3,70,Car,HYNDAI
42004015979,5/01/2004,3,70,Car,MITSUB
42004016270,5/01/2004,2,999,Car,HOLDEN
42004016717,5/01/2004,3,70,Car,HOLDEN
42004016757,5/01/2004,2,60,Car,SUZUKI
52004014341,5/01/2004,1,100,Motor Cycle,HONDA 
52004014475,5/01/2004,3,80,Truck,FORD  
52004014564,5/01/2004,3,80,Car,HOLDEN
52004014669,5/01/2004,3,999,Car,FORD  
52004014671,5/01/2004,3,80,Bus/Coach,M A N 
52004014687,5/01/2004,2,100,Car,FORD  
52004014834,5/01/2004,3,60,Car,HOLDEN
52004014855,5/01/2004,3,70,Car,HOLDEN
52004015004,5/01/2004,3,60,Other Vehicle,FORD  
52004015146,5/01/2004,3,60,Other Vehicle,FORD  
52004015173,5/01/2004,1,70,Car,HOLDEN
52004015175,5/01/2004,2,70,Car,FORD  
52004015177,5/01/2004,3,90,Car,MITSUB
52004015259,5/01/2004,2,100,Car,NISSAN
52004015278,5/01/2004,3,60,Car,HOLDEN
52004015670,5/01/2004,2,100,Car,HOLDEN
52004018027,5/01/2004,3,50,Truck,INTERN
12004014485,5/02/2004,2,60,Car,TOYOTA
12004014563,5/02/2004,3,60,Car,VOLKS 
12004014882,5/02/2004,3,60,Car,FORD  
12004014934,5/02/2004,2,80,Car,HOLDEN
12004014935,5/02/2004,2,60,Bicycle,Unknown
12004015596,5/02/2004,3,50,Other Vehicle,TOYOTA
12004027649,5/02/2004,3,60,Car,TOYOTA
22004014353,5/02/2004,3,80,Car,TOYOTA
22004014370,5/02/2004,3,50,Truck,TOYOTA
22004014585,5/02/2004,3,70,Car,HYNDAI
22004014699,5/02/2004,3,80,Bicycle,Unknown
22004014929,5/02/2004,2,60,Car,NISSAN
22004015055,5/02/2004,3,50,Car,Unknown
22004015064,5/02/2004,2,60,Car,B M W 
22004015273,5/02/2004,2,50,Car,HONDA 
32004014566,5/02/2004,2,60,Car,FORD  
32004014744,5/02/2004,2,50,Car,HOLDEN
32004014748,5/02/2004,3,50,Car,MAZDA 
32004014797,5/02/2004,2,100,Car,HOLDEN
32004014936,5/02/2004,3,60,Other Vehicle,HOLDEN
32004015080,5/02/2004,2,100,Car,FORD  
32004015230,5/02/2004,2,100,Car,HOLDEN
42004013998,5/02/2004,1,80,Other Vehicle,HOLDEN
42004014472,5/02/2004,3,80,Car,FORD  
42004014663,5/02/2004,2,80,Car,TOYOTA
42004014968,5/02/2004,3,60,Motor Cycle,SUZUKI
42004014997,5/02/2004,3,50,Car,FORD  
42004015127,5/02/2004,2,100,Other Vehicle,FORD  
42004015603,5/02/2004,3,999,Car,Unknown
42004015609,5/02/2004,2,70,Car,TOYOTA
42004015662,5/02/2004,3,100,Car,NISSAN
42004015664,5/02/2004,3,60,Truck,KENWTH
52004014706,5/02/2004,3,80,Car,HONDA 
52004014721,5/02/2004,3,50,Car,FORD  
52004014791,5/02/2004,3,110,Car,NISSAN
52004014813,5/02/2004,3,100,Car,FORD  
52004015006,5/02/2004,3,90,Car,FORD  
52004015149,5/02/2004,3,50,Motor Cycle,YAMAHA
52004015839,5/02/2004,3,60,Car,FORD  
52004016102,5/02/2004,3,50,Other Vehicle,FORD  
52004016132,5/02/2004,3,60,Car,HYNDAI
52004017451,5/02/2004,3,80,Car,FORD  
52005004213,5/02/2004,3,100,Truck,TOYOTA
52005020150,5/02/2004,3,110,Car,TOYOTA
12004014861,5/03/2004,3,60,Car,HOLDEN
12004014911,5/03/2004,2,80,Car,HOLDEN
12004015028,5/03/2004,3,60,Car,Unknown
12004015691,5/03/2004,3,100,Car,NISSAN
12004018333,5/03/2004,3,50,Truck,MAZDA 
22004014567,5/03/2004,3,60,Car,HOLDEN
22004014690,5/03/2004,3,50,Car,HONDA 
22004014738,5/03/2004,3,50,Truck,TOYOTA
22004014912,5/03/2004,2,50,Car,HOLDEN
22004016504,5/03/2004,2,100,Car,HYNDAI
22004016706,5/03/2004,2,100,Unknown,Unknown
22004017997,5/03/2004,3,60,Car,HOLDEN
22004018183,5/03/2004,3,60,Car,NISSAN
32004014638,5/03/2004,3,999,Bicycle,Unknown
32004014914,5/03/2004,2,100,Truck,HOLDEN
32004015050,5/03/2004,3,50,Bicycle,Unknown
32004015243,5/03/2004,3,80,Car,Unknown
32004015408,5/03/2004,3,60,Car,SUBARU
32004015518,5/03/2004,1,100,Bus/Coach,SCANIA
32004015625,5/03/2004,3,60,Truck,L ROV 
42004014372,5/03/2004,1,50,Other Vehicle,HOLDEN
42004014777,5/03/2004,2,60,Truck,TOYOTA
42004014823,5/03/2004,3,60,Truck,FORD  
42004015001,5/03/2004,3,60,Car,HOLDEN
42004015346,5/03/2004,3,60,Car,TOYOTA
42004015663,5/03/2004,3,100,Car,TOYOTA
52004014684,5/03/2004,3,80,Car,SUZUKI
52004015000,5/03/2004,2,80,Car,TOYOTA
52004015007,5/03/2004,3,60,Bicycle,Unknown
52004015222,5/03/2004,3,60,Car,SUZUKI
52004015688,5/03/2004,3,80,Car,TOYOTA
52004015690,5/03/2004,3,70,Car,TOYOTA
52004015830,5/03/2004,3,50,Other Vehicle,HOLDEN
52004016119,5/03/2004,3,100,Car,FORD  
12004015022,5/04/2004,3,50,Car,NISSAN
12004015034,5/04/2004,3,100,Car,VOLVO 
12004015045,5/04/2004,3,60,Car,FORD  
12004015869,5/04/2004,3,60,Truck,HOLDEN
12004017476,5/04/2004,3,50,Car,Unknown
12004027132,5/04/2004,3,60,Car,TOYOTA
22004014910,5/04/2004,3,60,Motor Cycle,YAMAHA
22004014916,5/04/2004,3,60,Motor Cycle,YAMAHA
22004014920,5/04/2004,3,60,Car,Unknown
22004014944,5/04/2004,2,100,Car,FORD  
22004015043,5/04/2004,2,80,Bicycle,Unknown
22004015076,5/04/2004,3,70,Car,Unknown
22004015137,5/04/2004,1,60,Car,HYNDAI
22004017027,5/04/2004,3,60,Truck,Unknown
22004017362,5/04/2004,3,70,Bicycle,Unknown
22004031226,5/04/2004,3,60,Car,NISSAN
