ACCIDENT_NO,Date,SEVERITY,SPEED_ZONE,VehicleType,VEHICLE_MAKE
12000000555,1/01/2000,2,60,Car,B M W 
12000002177,1/01/2000,3,70,Car,HOLDEN
12000002253,1/01/2000,3,60,Car,FORD  
12000002264,1/01/2000,3,60,Car,TOYOTA
12000002490,1/01/2000,2,80,Car,Unknown
12000002540,1/01/2000,1,60,Car,TOYOTA
12000002642,1/01/2000,2,60,Car,Unknown
12000002917,1/01/2000,2,60,Car,FORD  
12000002925,1/01/2000,3,60,Car,FORD  
12000005417,1/01/2000,3,60,Car,HOLDEN
22000001614,1/01/2000,3,60,Car,DAEWOO
22000001774,1/01/2000,2,100,Truck,MAZDA 
22000002062,1/01/2000,3,50,Other Vehicle,FORD  
22000002244,1/01/2000,3,60,Car,HYNDAI
22000002478,1/01/2000,3,100,Car,Unknown
22000002525,1/01/2000,3,60,Motor Cycle,KAWASA
22000003078,1/01/2000,3,60,Car,MITSUB
22000003876,1/01/2000,3,100,Truck,FORD  
22000006737,1/01/2000,3,60,Car,FORD  
22001001961,1/01/2000,3,60,Car,FORD  
32000001167,1/01/2000,1,60,Car,M G   
32000002211,1/01/2000,2,100,Car,TOYOTA
32000002671,1/01/2000,2,60,Car,FORD  
32000002687,1/01/2000,2,60,Car,TOYOTA
32000010059,1/01/2000,3,60,Bicycle,Unknown
42000002296,1/01/2000,2,60,Car,Unknown
42000002363,1/01/2000,3,70,Other Vehicle,VOLVO 
42000002694,1/01/2000,2,60,Bicycle,Unknown
52000000868,1/01/2000,3,60,Car,FORD  
52000005576,1/01/2000,3,100,Bicycle,Unknown
52000017906,1/01/2000,3,100,Car,Unknown
52000027299,1/01/2000,2,100,Other Vehicle,HOLDEN
12000000559,1/02/2000,2,60,Car,AUDI  
12000002511,1/02/2000,3,60,Car,HOLDEN
12000002721,1/02/2000,3,60,Car,TOYOTA
12000006716,1/02/2000,3,60,Car,FORD  
22000001832,1/02/2000,2,100,Car,TOYOTA
22000001835,1/02/2000,3,60,Truck,CHRYS 
22000001915,1/02/2000,3,100,Truck,TOYOTA
22000002348,1/02/2000,3,60,Truck,FORD  
22000003088,1/02/2000,2,100,Car,MITSUB
22000031850,1/02/2000,3,80,Truck,SCANIA
32000002271,1/02/2000,3,100,Car,FORD  
32000002975,1/02/2000,2,100,Car,MAZDA 
32000003038,1/02/2000,3,70,Car,HOLDEN
32000003289,1/02/2000,2,100,Car,MITSUB
42000002190,1/02/2000,3,60,Truck,HOLDEN
42000002297,1/02/2000,2,60,Bicycle,Unknown
42000002427,1/02/2000,3,60,Car,Unknown
42000002674,1/02/2000,1,100,Car,FORD  
42000002697,1/02/2000,2,60,Car,MAZDA 
42000002758,1/02/2000,3,60,Truck,HINO  
42000002765,1/02/2000,3,80,Car,Unknown
42000002811,1/02/2000,3,100,Car,TOYOTA
42000003004,1/02/2000,3,100,Car,HOLDEN
42000003557,1/02/2000,2,60,Car,MITSUB
42000003952,1/02/2000,3,100,Bicycle,Unknown
42000003996,1/02/2000,3,80,Car,HYNDAI
42000008818,1/02/2000,2,100,Car,FORD  
52000000003,1/02/2000,2,100,Truck,HOLDEN
52000000014,1/02/2000,3,100,Car,HONDA 
52000000195,1/02/2000,3,100,Bicycle,Unknown
52000001021,1/02/2000,2,80,Car,TOYOTA
52000002429,1/02/2000,2,100,Car,HOLDEN
12000000586,1/03/2000,3,70,Car,HOLDEN
12000002633,1/03/2000,3,60,Car,FORD  
12000002643,1/03/2000,3,60,Truck,TOYOTA
12001002240,1/03/2000,3,60,Bicycle,Unknown
22000002581,1/03/2000,3,60,Car,TOYOTA
22000002582,1/03/2000,3,100,Car,SUZUKI
22000003086,1/03/2000,2,80,Car,DAEWOO
22000003251,1/03/2000,3,100,Car,TOYOTA
22000003459,1/03/2000,3,60,Car,HYNDAI
22000007964,1/03/2000,3,100,Other Vehicle,HOLDEN
32000002673,1/03/2000,2,60,Car,HOLDEN
32000002871,1/03/2000,3,70,Truck,VOLVO 
32000002936,1/03/2000,2,60,Car,HOLDEN
32000002967,1/03/2000,2,100,Car,FORD  
32000002972,1/03/2000,3,60,Motor Cycle,SUZUKI
32000003023,1/03/2000,3,60,Car,Unknown
32000003040,1/03/2000,3,60,Bicycle,Unknown
32000004813,1/03/2000,3,60,Other Vehicle,FORD  
32000021796,1/03/2000,3,60,Car,FORD  
42000002139,1/03/2000,3,110,Car,NISSAN
42000002366,1/03/2000,3,60,Truck,MITSUB
42000002575,1/03/2000,1,70,Car,HOLDEN
42000002961,1/03/2000,3,80,Truck,FORD  
42000003490,1/03/2000,3,100,Car,MITSUB
42000003849,1/03/2000,3,80,Car,HOLDEN
42000004472,1/03/2000,3,60,Car,HOLDEN
52000000702,1/03/2000,3,100,Car,FORD  
52000002287,1/03/2000,3,60,Car,HOLDEN
52000002934,1/03/2000,3,100,Taxi,FORD  
52000004216,1/03/2000,2,100,Motor Cycle,YAMAHA
52000008782,1/03/2000,2,100,Car,FORD  
52000011634,1/03/2000,2,80,Motor Cycle,K T M 
12000000389,1/04/2000,1,90,Car,HOLDEN
12000002502,1/04/2000,3,60,Bicycle,Unknown
12000002669,1/04/2000,2,60,Car,MAZDA 
12000002706,1/04/2000,3,60,Car,MITSUB
12000002739,1/04/2000,2,60,Car,HOLDEN
22000002361,1/04/2000,3,60,Taxi,HOLDEN
22000002576,1/04/2000,3,80,Motor Cycle,YAMAHA
22000003274,1/04/2000,3,60,Car,TOYOTA
22000004012,1/04/2000,2,100,Unknown,Unknown
22000004463,1/04/2000,2,100,Car,Unknown
22000004739,1/04/2000,3,70,Car,HYNDAI
32000002206,1/04/2000,2,100,Car,HOLDEN
32000002723,1/04/2000,2,60,Car,FORD  
32000002900,1/04/2000,3,60,Car,SUBARU
32000002953,1/04/2000,3,70,Car,MITSUB
32000002981,1/04/2000,3,60,Car,Unknown
32000003282,1/04/2000,2,60,Motor Cycle,HONDA 
32000005020,1/04/2000,3,60,Car,FORD  
32000008208,1/04/2000,3,60,Truck,NISSAN
42000002310,1/04/2000,3,60,Truck,ISUZU 
42000002454,1/04/2000,2,100,Car,HOLDEN
42000002460,1/04/2000,3,100,Car,HOLDEN
42000002522,1/04/2000,3,60,Car,Unknown
42000002752,1/04/2000,3,80,Car,TOYOTA
42000002769,1/04/2000,3,60,Bicycle,Unknown
42000002815,1/04/2000,3,60,Unknown,Unknown
42000002952,1/04/2000,3,60,Car,HOLDEN
42000003120,1/04/2000,3,80,Car,MITSUB
42000003261,1/04/2000,2,60,Car,FORD  
42000003553,1/04/2000,3,60,Truck,MITSUB
42000007195,1/04/2000,3,70,Truck,NISSAN
52000000191,1/04/2000,3,100,Car,AUDI  
52000000219,1/04/2000,2,60,Car,MITSUB
52000000221,1/04/2000,3,60,Car,NISSAN
52000000409,1/04/2000,2,60,Car,FORD  
52000001116,1/04/2000,2,100,Car,TOYOTA
52000002172,1/04/2000,3,60,Car,MITSUB
52000002308,1/04/2000,1,80,Motor Cycle,Unknown
52000002389,1/04/2000,3,60,Car,TOYOTA
52000004161,1/04/2000,3,60,Motor Cycle,H DAV 
52000004167,1/04/2000,3,60,Car,HOLDEN
52000004397,1/04/2000,3,100,Motor Cycle,Unknown
52000010588,1/04/2000,3,100,Car,MITSUB
12000002238,1/05/2000,3,70,Car,HONDA 
12000002509,1/05/2000,2,60,Car,CHRYS 
12000002646,1/05/2000,3,60,Car,HONDA 
12000002662,1/05/2000,2,60,Car,HOLDEN
12000002813,1/05/2000,3,60,Taxi,FORD  
22000000968,1/05/2000,1,70,Car,FORD  
22000001264,1/05/2000,1,60,Car,VOLVO 
22000002523,1/05/2000,2,60,Truck,Unknown
22000002553,1/05/2000,3,80,Truck,TOYOTA
22000002770,1/05/2000,3,80,Car,TOYOTA
22000002794,1/05/2000,1,100,Tram,Unknown
22000003588,1/05/2000,3,60,Car,TOYOTA
22001002417,1/05/2000,2,70,Car,TOYOTA
32000003063,1/05/2000,3,60,Car,MAZDA 
32000003376,1/05/2000,3,60,Other Vehicle,Unknown
32000003630,1/05/2000,3,60,Truck,HOLDEN
32000005024,1/05/2000,3,60,Car,Unknown
32000005837,1/05/2000,3,60,Car,HOLDEN
32000012897,1/05/2000,3,60,Car,TOYOTA
42000002624,1/05/2000,3,60,Car,TOYOTA
42000002754,1/05/2000,3,50,Truck,TOYOTA
42000003087,1/05/2000,3,60,Car,VOLVO 
42000003122,1/05/2000,3,70,Car,FORD  
42000003425,1/05/2000,3,60,Car,ALFA R
52000000734,1/05/2000,3,100,Car,FORD  
52000000872,1/05/2000,2,60,Truck,MITSUB
52000001010,1/05/2000,2,100,Car,Unknown
52000001800,1/05/2000,3,100,Car,HOLDEN
52000001978,1/05/2000,3,60,Car,CHRYS 
12000000554,1/06/2000,2,60,Car,FORD  
12000001947,1/06/2000,3,60,Car,MAZDA 
12000002458,1/06/2000,3,60,Other Vehicle,NISSAN
12000002652,1/06/2000,3,60,Truck,FORD  
12000002657,1/06/2000,3,60,Car,HOLDEN
12000002722,1/06/2000,3,60,Car,HONDA 
12000002991,1/06/2000,3,60,Car,HOLDEN
12000008326,1/06/2000,3,60,Truck,FORD  
22000002520,1/06/2000,2,80,Car,FORD  
22000002580,1/06/2000,2,70,Car,SUZUKI
22000003108,1/06/2000,3,60,Car,NISSAN
22000022491,1/06/2000,2,60,Other Vehicle,TOYOTA
32000002906,1/06/2000,3,60,Car,HOLDEN
32000002974,1/06/2000,3,60,Truck,KENWTH
32000002977,1/06/2000,3,60,Other Vehicle,Unknown
42000002302,1/06/2000,3,60,Car,FORD  
42000002550,1/06/2000,3,80,Car,FORD  
42000002569,1/06/2000,3,60,Car,FORD  
42000002603,1/06/2000,2,60,Car,FORD  
42000002742,1/06/2000,2,60,Car,MITSUB
42000003080,1/06/2000,2,60,Car,HYNDAI
42000004044,1/06/2000,3,60,Truck,FORD  
42000028939,1/06/2000,3,80,Truck,Unknown
52000000699,1/06/2000,2,100,Car,FORD  
52000002373,1/06/2000,3,60,Truck,HOLDEN
52000002384,1/06/2000,3,80,Other Vehicle,HOLDEN
12000001446,1/07/2000,2,80,Truck,JEEP  
12000001526,1/07/2000,3,60,Car,TOYOTA
12000002504,1/07/2000,3,60,Car,TOYOTA
12000002738,1/07/2000,3,60,Car,Unknown
12000006293,1/07/2000,3,60,Car,FORD  
22000002385,1/07/2000,2,60,Car,MITSUB
22000002557,1/07/2000,2,100,Car,TOYOTA
22000002565,1/07/2000,2,60,Motor Cycle,KAWASA
22000002584,1/07/2000,3,60,Truck,NISSAN
22000003065,1/07/2000,2,60,Car,HONDA 
22000003091,1/07/2000,3,60,Car,MAZDA 
22000003143,1/07/2000,3,60,Car,FORD  
22000003144,1/07/2000,3,100,Truck,TOYOTA
22000003223,1/07/2000,3,60,Motor Cycle,KAWASA
22000003304,1/07/2000,3,100,Car,HOLDEN
22000003307,1/07/2000,2,110,Bicycle,Unknown
22000004111,1/07/2000,3,100,Bicycle,Unknown
22000004482,1/07/2000,2,100,Car,SUBARU
32000002464,1/07/2000,3,60,Truck,HOLDEN
32000002966,1/07/2000,3,60,Other Vehicle,FORD  
32000003229,1/07/2000,3,60,Car,HOLDEN
32000003530,1/07/2000,2,100,Car,HOLDEN
32000003538,1/07/2000,2,60,Car,HOLDEN
32000003568,1/07/2000,3,100,Unknown,Unknown
32000003751,1/07/2000,2,100,Car,FORD  
32000018205,1/07/2000,3,60,Car,HOLDEN
42000002312,1/07/2000,3,100,Car,HOLDEN
42000002613,1/07/2000,3,60,Car,MAZDA 
42000002796,1/07/2000,2,80,Car,FORD  
42000002985,1/07/2000,2,60,Car,FORD  
42000003263,1/07/2000,3,100,Car,HOLDEN
42000003467,1/07/2000,3,60,Car,NISSAN
42000003531,1/07/2000,3,70,Car,MITSUB
42000005825,1/07/2000,3,60,Motor Cycle,YAMAHA
42000017143,1/07/2000,3,70,Other Vehicle,HOLDEN
52000000715,1/07/2000,3,60,Car,MITSUB
52000002295,1/07/2000,2,60,Car,FORD  
52000002332,1/07/2000,3,60,Car,HONDA 
52000003391,1/07/2000,3,80,Car,SAAB  
52000037161,1/07/2000,2,60,Car,TOYOTA
12000000808,1/08/2000,2,70,Car,FORD  
12000000810,1/08/2000,3,60,Car,HOLDEN
12000002709,1/08/2000,2,60,Truck,NISSAN
12000002716,1/08/2000,2,60,Car,MITSUB
12000002741,1/08/2000,3,60,Car,NISSAN
12000002919,1/08/2000,3,60,Car,MITSUB
12000006356,1/08/2000,2,60,Car,FORD  
22000002836,1/08/2000,3,60,Tram,Unknown
22000002850,1/08/2000,3,100,Car,MITSUB
22000003072,1/08/2000,3,70,Car,HOLDEN
22000003074,1/08/2000,3,60,Tram,Unknown
22000003096,1/08/2000,2,60,Car,FORD  
22000003180,1/08/2000,2,100,Bicycle,Unknown
22000003456,1/08/2000,3,60,Car,MITSUB
22000003801,1/08/2000,3,60,Motor Cycle,YAMAHA
22000003834,1/08/2000,2,60,Car,FORD  
22000012537,1/08/2000,2,60,Car,MITSUB
22000012876,1/08/2000,3,60,Bicycle,Unknown
22000040936,1/08/2000,2,70,Truck,Unknown
32000003209,1/08/2000,3,80,Truck,TOYOTA
32000003270,1/08/2000,3,60,Car,FORD  
32000003492,1/08/2000,3,60,Truck,DAIHAT
32000003729,1/08/2000,3,100,Car,HOLDEN
32000003809,1/08/2000,2,60,Car,FORD  
32000005942,1/08/2000,3,100,Truck,R ROV 
42000002734,1/08/2000,3,60,Car,TOYOTA
42000003101,1/08/2000,3,60,Truck,Unknown
42000003210,1/08/2000,2,80,Car,TOYOTA
42000003283,1/08/2000,3,100,Car,HONDA 
42000003285,1/08/2000,2,100,Car,HOLDEN
42000003288,1/08/2000,2,100,Other Vehicle,HOLDEN
52000000760,1/08/2000,2,60,Car,HONDA 
52000000829,1/08/2000,3,90,Truck,FORD  
52000000873,1/08/2000,3,100,Car,FORD  
52000001818,1/08/2000,2,80,Car,FORD  
52000001891,1/08/2000,3,100,Truck,DAEWOO
52000001898,1/08/2000,1,60,Truck,FORD  
52000002292,1/08/2000,3,80,Truck,TOYOTA
52000002321,1/08/2000,2,80,Car,Unknown
52000002341,1/08/2000,2,60,Car,FORD  
52000002355,1/08/2000,2,60,Other Vehicle,HOLDEN
52000003375,1/08/2000,3,80,Car,FORD  
52000004033,1/08/2000,2,100,Car,TOYOTA
52000004430,1/08/2000,2,60,Bicycle,Unknown
52000005688,1/08/2000,3,60,Truck,HYNDAI
12000000781,1/09/2000,3,60,Car,HOLDEN
12000002549,1/09/2000,3,80,Car,MITSUB
12000005274,1/09/2000,3,60,Car,FORD  
12000006626,1/09/2000,3,999,Bicycle,Unknown
12000008534,1/09/2000,3,60,Car,DAIHAT
22000002567,1/09/2000,2,100,Car,HONDA 
22000003172,1/09/2000,2,100,Car,SUBARU
22000003292,1/09/2000,2,110,Car,MITSUB
22000003593,1/09/2000,3,100,Motor Cycle,APRILI
22000003716,1/09/2000,2,70,Car,FORD  
22000004667,1/09/2000,2,70,Car,FORD  
22000006836,1/09/2000,3,100,Car,HYNDAI
32000001815,1/09/2000,1,60,Car,HOLDEN
32000003150,1/09/2000,3,60,Truck,FORD  
32000004242,1/09/2000,2,100,Car,FORD  
32000005081,1/09/2000,3,100,Truck,TOYOTA
42000002712,1/09/2000,3,80,Car,NISSAN
42000002776,1/09/2000,2,70,Car,MAZDA 
42000002924,1/09/2000,3,60,Car,Unknown
42000002987,1/09/2000,2,60,Truck,HOLDEN
42000003346,1/09/2000,3,100,Car,HOLDEN
42000003535,1/09/2000,3,100,Car,FORD  
42000004678,1/09/2000,3,60,Car,MITSUB
42000004766,1/09/2000,2,100,Truck,HINO  
52000000764,1/09/2000,3,60,Truck,HOLDEN
52000002323,1/09/2000,3,80,Car,TOYOTA
52000002345,1/09/2000,3,60,Truck,FORD  
52000003431,1/09/2000,3,60,Car,FORD  
52000004072,1/09/2000,3,100,Car,FORD  
52000004099,1/09/2000,3,100,Car,TOYOTA
52000004117,1/09/2000,3,80,Truck,Unknown
12000002625,1/10/2000,3,60,Car,EUNOS 
12000002693,1/10/2000,3,60,Car,Unknown
12000002696,1/10/2000,3,60,Car,FORD  
12000007304,1/10/2000,3,60,Car,FORD  
12000014606,1/10/2000,3,70,Truck,F LINE
22000001269,1/10/2000,1,100,Car,HONDA 
22000002775,1/10/2000,3,60,Truck,HOLDEN
22000002807,1/10/2000,3,100,Car,FORD  
22000003053,1/10/2000,2,80,Car,FORD  
22000003093,1/10/2000,3,100,Truck,FORD  
22000003196,1/10/2000,3,60,Car,FORD  
22000003216,1/10/2000,2,100,Other Vehicle,FORD  
22000003571,1/10/2000,2,60,Truck,TOYOTA
22000004751,1/10/2000,3,60,Motor Cycle,SUZUKI
32000003152,1/10/2000,3,60,Car,MAZDA 
32000003203,1/10/2000,2,70,Car,FORD  
32000003768,1/10/2000,3,100,Car,NISSAN
32000003785,1/10/2000,3,100,Car,HOLDEN
32000004226,1/10/2000,3,60,Car,FORD  
32000005071,1/10/2000,2,60,Truck,HINO  
32000007326,1/10/2000,3,60,Truck,TOYOTA
42000003095,1/10/2000,3,80,Car,HOLDEN
42000003311,1/10/2000,3,60,Car,HYNDAI
42000003820,1/10/2000,3,100,Car,HONDA 
42000005102,1/10/2000,3,70,Car,Unknown
42000016468,1/10/2000,2,60,Car,ALFA R
42001011051,1/10/2000,3,60,Truck,FORD  
52000001795,1/10/2000,3,60,Car,HOLDEN
52000002054,1/10/2000,3,60,Car,DATSUN
52000002132,1/10/2000,3,100,Motor Cycle,KAWASA
52000002309,1/10/2000,3,60,Car,HOLDEN
52000002327,1/10/2000,3,100,Car,FORD  
52000003890,1/10/2000,3,80,Car,HONDA 
52000004140,1/10/2000,3,60,Car,FORD  
12000002667,1/11/2000,3,60,Car,HOLDEN
12000002774,1/11/2000,3,60,Car,HOLDEN
12000003183,1/11/2000,2,60,Truck,HOLDEN
12000004487,1/11/2000,3,60,Car,MITSUB
12000005281,1/11/2000,3,60,Car,TOYOTA
12000005759,1/11/2000,3,60,Car,FORD  
12000019662,1/11/2000,3,60,Bicycle,Unknown
22000003146,1/11/2000,3,60,Car,HOLDEN
22000003227,1/11/2000,2,60,Truck,FORD  
22000003326,1/11/2000,3,100,Car,TOYOTA
22000003493,1/11/2000,2,100,Motor Cycle,HONDA 
22000003868,1/11/2000,2,100,Car,MAZDA 
22000004551,1/11/2000,3,100,Car,Unknown
22000004685,1/11/2000,3,100,Car,DAIHAT
32000003200,1/11/2000,3,60,Car,FORD  
32000003273,1/11/2000,3,100,Car,HOLDEN
32000003275,1/11/2000,3,100,Motor Cycle,Unknown
32000003385,1/11/2000,3,70,Unknown,Unknown
32000003657,1/11/2000,3,60,Bicycle,Unknown
32000004171,1/11/2000,2,110,Car,MITSUB
42000002903,1/11/2000,3,60,Other Vehicle,NISSAN
42000002908,1/11/2000,2,60,Truck,IVECO 
42000002916,1/11/2000,3,60,Car,TOYOTA
42000002920,1/11/2000,2,60,Car,VOLVO 
42000003230,1/11/2000,3,80,Car,MITSUB
42000003350,1/11/2000,3,60,Car,FORD  
42000003382,1/11/2000,3,60,Car,FORD  
42000003534,1/11/2000,2,60,Car,L ROV 
42000004145,1/11/2000,2,60,Car,HOLDEN
42000005079,1/11/2000,2,100,Car,HOLDEN
42000010952,1/11/2000,3,70,Motor Cycle,SUZUKI
52000001515,1/11/2000,2,100,Car,MERC B
52000002314,1/11/2000,3,60,Car,MITSUB
52000003044,1/11/2000,2,60,Car,FORD  
52000003056,1/11/2000,3,70,Car,DAEWOO
52000003397,1/11/2000,3,80,Truck,TOYOTA
52000003402,1/11/2000,3,60,Car,TOYOTA
52000003450,1/11/2000,3,60,Bicycle,Unknown
52000003928,1/11/2000,3,100,Car,FORD  
52000004158,1/11/2000,3,60,Car,TOYOTA
12000001708,1/12/2000,2,60,Truck,NISSAN
12000002740,1/12/2000,2,60,Car,Unknown
12000002750,1/12/2000,3,60,Motor Cycle,SUZUKI
12000002762,1/12/2000,3,60,Car,FORD  
12000003068,1/12/2000,3,60,Car,B M W 
12000004157,1/12/2000,3,60,Truck,MITSUB
12000004469,1/12/2000,3,60,Other Vehicle,MITSUB
12000005236,1/12/2000,3,60,Car,B M W 
12000005309,1/12/2000,3,60,Car,FORD  
12000005552,1/12/2000,3,60,Car,TOYOTA
22000002790,1/12/2000,3,60,Car,HYNDAI
22000003168,1/12/2000,3,60,Car,DAEWOO
22000003175,1/12/2000,3,60,Bicycle,Unknown
22000003201,1/12/2000,3,80,Unknown,Unknown
22000003269,1/12/2000,3,60,Car,B M W 
22000003303,1/12/2000,3,100,Truck,L ROV 
22000003320,1/12/2000,3,60,Car,TOYOTA
22000003575,1/12/2000,3,60,Car,HOLDEN
22000003639,1/12/2000,3,60,Taxi,FORD  
22000004548,1/12/2000,3,100,Car,TOYOTA
22000004735,1/12/2000,3,60,Car,VOLVO 
22000005521,1/12/2000,3,60,Car,MITSUB
22000008973,1/12/2000,2,60,Car,FORD  
32000003174,1/12/2000,3,60,Car,TOYOTA
32000003349,1/12/2000,2,60,Car,FORD  
32000003365,1/12/2000,3,60,Motor Cycle,YAMAHA
32000003380,1/12/2000,3,60,Motor Cycle,YAMAHA
32000003635,1/12/2000,3,70,Motor Cycle,H DAV 
32000003791,1/12/2000,2,90,Car,FORD  
32000004261,1/12/2000,3,70,Car,MITSUB
32000004324,1/12/2000,2,60,Car,TOYOTA
32000004832,1/12/2000,2,60,Car,CAD   
32000004836,1/12/2000,2,60,Truck,MITSUB
32000004994,1/12/2000,3,60,Car,HONDA 
42000003030,1/12/2000,2,60,Other Vehicle,MITSUB
42000003190,1/12/2000,2,80,Car,HOLDEN
42000003197,1/12/2000,3,60,Car,HOLDEN
42000003363,1/12/2000,3,60,Motor Cycle,YAMAHA
42000003377,1/12/2000,3,60,Car,ROVER 
42000003381,1/12/2000,2,60,Other Vehicle,FORD  
42000003558,1/12/2000,3,100,Truck,TOYOTA
42000004291,1/12/2000,2,60,Car,FORD  
42000018823,1/12/2000,3,60,Car,TOYOTA
42000029209,1/12/2000,3,60,Car,TOYOTA
42000031708,1/12/2000,2,70,Other Vehicle,Unknown
52000002320,1/12/2000,2,60,Car,FORD  
52000003042,1/12/2000,3,70,Car,NISSAN
52000003331,1/12/2000,2,80,Car,HOLDEN
52000003340,1/12/2000,3,60,Car,MITSUB
52000003355,1/12/2000,3,80,Car,MITSUB
52000003390,1/12/2000,3,60,Car,FORD  
52000003413,1/12/2000,3,60,Bicycle,Unknown
52000003430,1/12/2000,3,80,Unknown,Unknown
52000004320,1/12/2000,3,100,Motor Cycle,SUZUKI
52000008725,1/12/2000,2,80,Truck,Unknown
12000001731,01/13/2000,3,70,Motor Cycle,KAWASA
12000002621,01/13/2000,3,60,Car,HONDA 
12000002748,01/13/2000,3,60,Car,FORD  
12000002764,01/13/2000,3,60,Car,MAZDA 
12000003082,01/13/2000,3,60,Car,DAEWOO
12000003098,01/13/2000,2,60,Car,Unknown
12000004069,01/13/2000,2,60,Motor Cycle,SUZUKI
12000004496,01/13/2000,2,60,Car,MITSUB
12000005575,01/13/2000,3,100,Truck,TOYOTA
22000002812,01/13/2000,3,60,Car,HOLDEN
22000003151,01/13/2000,2,60,Car,FORD  
22000003193,01/13/2000,3,60,Car,TOYOTA
22000003207,01/13/2000,3,60,Car,FORD  
22000003329,01/13/2000,3,100,Car,MAZDA 
22000003418,01/13/2000,3,60,Car,HOLDEN
22000003458,01/13/2000,2,100,Car,FORD  
22000003837,01/13/2000,2,100,Car,CITRN 
22000003900,01/13/2000,3,100,Car,HOLDEN
22000004214,01/13/2000,2,60,Taxi,FORD  
22000004468,01/13/2000,3,60,Car,FORD  
22000007238,01/13/2000,3,60,Other Vehicle,HOLDEN
32000003495,01/13/2000,2,100,Unknown,Unknown
32000003645,01/13/2000,2,60,Car,FORD  
32000003699,01/13/2000,3,60,Car,FORD  
32000004103,01/13/2000,3,60,Car,MITSUB
32000005386,01/13/2000,3,100,Car,FORD  
42000001519,01/13/2000,1,60,Car,HOLDEN
42000003058,01/13/2000,3,80,Truck,SUBARU
42000003094,01/13/2000,1,60,Car,HOLDEN
42000003213,01/13/2000,3,80,Car,MITSUB
42000003341,01/13/2000,2,60,Truck,MERC B
42000003401,01/13/2000,3,60,Car,MITSUB
42000003542,01/13/2000,2,60,Car,NISSAN
42000003945,01/13/2000,3,60,Unknown,Unknown
42000004662,01/13/2000,3,70,Car,FORD  
42000006178,01/13/2000,2,40,Car,TOYOTA
42000018825,01/13/2000,3,60,Car,HOLDEN
52000001848,01/13/2000,3,70,Car,HOLDEN
52000002059,01/13/2000,3,60,Car,TOYOTA
52000002138,01/13/2000,3,60,Car,NISSAN
52000002142,01/13/2000,3,80,Truck,FORD  
52000002146,01/13/2000,3,60,Car,MITSUB
52000002814,01/13/2000,3,60,Bicycle,Unknown
52000003358,01/13/2000,2,60,Car,TOYOTA
52000003406,01/13/2000,2,60,Unknown,Unknown
52000003429,01/13/2000,3,60,Car,FORD  
52000003470,01/13/2000,3,100,Truck,Unknown
52000003656,01/13/2000,2,100,Car,HOLDEN
52000005086,01/13/2000,3,80,Car,HOLDEN
52000019911,01/13/2000,3,60,Motor Cycle,HONDA 
12000003076,01/14/2000,3,60,Car,TOYOTA
12000003136,01/14/2000,3,60,Car,FORD  
12000003137,01/14/2000,3,60,Taxi,Unknown
12000003969,01/14/2000,3,60,Car,TOYOTA
12000004042,01/14/2000,2,60,Motor Cycle,YAMAHA
12000004507,01/14/2000,3,60,Car,TOYOTA
12000005304,01/14/2000,3,80,Car,FORD  
12000005315,01/14/2000,3,60,Car,CHRYS 
12000005750,01/14/2000,3,60,Car,HYNDAI
12000010208,01/14/2000,2,60,Car,TOYOTA
12000026713,01/14/2000,3,60,Car,FORD  
22000002578,01/14/2000,3,60,Truck,U D   
22000002800,01/14/2000,1,100,Car,DAIHAT
22000003141,01/14/2000,2,60,Bicycle,Unknown
22000003148,01/14/2000,3,60,Motor Cycle,HONDA 
22000003199,01/14/2000,3,60,Bicycle,Unknown
22000003221,01/14/2000,3,60,Car,Unknown
22000003272,01/14/2000,2,60,Car,NISSAN
22000003323,01/14/2000,3,60,Car,TOYOTA
22000003328,01/14/2000,3,60,Car,HOLDEN
22000003739,01/14/2000,2,60,Car,FORD  
22000004452,01/14/2000,3,100,Truck,MERC B
22000005197,01/14/2000,3,60,Tram,Unknown
32000002808,01/14/2000,1,70,Car,PEUG  
32000003701,01/14/2000,3,60,Car,HOLDEN
32000003927,01/14/2000,2,100,Other Vehicle,Unknown
32000004022,01/14/2000,3,60,Car,DATSUN
32000004204,01/14/2000,2,60,Car,HOLDEN
32000005134,01/14/2000,2,100,Car,HYNDAI
32000005137,01/14/2000,3,100,Car,FORD  
32000005625,01/14/2000,3,60,Truck,HOLDEN
42000003077,01/14/2000,3,60,Car,HOLDEN
42000003374,01/14/2000,3,60,Car,HOLDEN
42000003411,01/14/2000,3,80,Car,LEXUS 
42000003439,01/14/2000,2,60,Truck,MAZDA 
42000003526,01/14/2000,3,60,Other Vehicle,TOYOTA
42000003650,01/14/2000,3,60,Truck,F LINE
42000003750,01/14/2000,3,80,Truck,KENWTH
42000003765,01/14/2000,2,60,Car,NISSAN
42000003792,01/14/2000,3,100,Motor Cycle,KAWASA
42000003825,01/14/2000,3,70,Truck,ISUZU 
42000004030,01/14/2000,2,70,Car,HOLDEN
42000004136,01/14/2000,2,80,Car,MITSUB
42000012311,01/14/2000,3,60,Other Vehicle,FORD  
42000039360,01/14/2000,3,60,Car,HOLDEN
52000001851,01/14/2000,3,60,Car,TOYOTA
52000002027,01/14/2000,3,100,Car,HOLDEN
52000002945,01/14/2000,3,60,Motor Cycle,Unknown
52000003318,01/14/2000,3,60,Truck,TOYOTA
